,document_id,extract_number,extract_text
80,CREC-1997-09-19-pt1-PgD978-4,1,"Committee on Environment and Public Works: September 23, to hold hearings on S. 1180, to authorize funds for programs of the Endangered Species Act, 9:30 a.m.,"
81,CREC-2025-10-03-pt1-PgD997-2,1,"Frm 00005 Fmt 0627 where confidentiality has been compromised, with an amendment (H. Rept. 119–329); H.R. 5284, to require the Social Security Administration to make changes to the social security terminology used in the rules, regulation, guidance, or other materials of the Administration, with an amendment (H. Rept. 119–330); H.R. 3302, to amend the Public Health Service Act to reauthorize the Healthy Start Initiative (H. Rept. 119–331); H.R. 845, to require the Secretary of the Interior to reissue regulations removing the gray wolf from the list of endangered and threatened wildlife under the Endangered Species Act of 1973, with an amendment (H. Rept. 119–332); H.R. 842, to amend title XVIII of the Social Security Act to provide for Medicare coverage of multi-cancer early detection screening tests, with an amendment (H. Rept. 119–333, Part 1); H.R. 2462, to authorize livestock producers and their employees to take black vultures in order to prevent death, injury, or destruction to livestock, and for other purposes, with an amendment (H. Rept. 119–334); H.R. 5349, to amend the Internal Revenue Code of 1986 to improve services provided to taxpayers by the Internal Revenue Service by providing greater judicial review, with an amendment (H. Rept. 119–335); H.R. 2267, to require the Attorney General to submit to the Congress a report that includes the demographic data of persons determined to be ineligible to purchase a firearm based on a background check performed by the National Instant Criminal Background Check System, with an amendment (H. Rept. 119–336); H.R. 38, to amend title 18, United States Code, to provide a means by which nonresidents of a State whose residents may carry concealed firearms may also do so in the State, with an amendment (H. Rept. 119–337); and H.R. 2184, to enforce the requirement that the National Instant Criminal Background Check System make a final disposition of requests to correct its records within 60 days, and for other purposes, with an amendment (H. Rept. 119–338). Pages H4515–16 Speaker: Read a letter from the Speaker wherein he appointed Representative Haridopolos to act as Speaker pro tempore for today. Page H4513 Work Period Designation: Read a letter from the Speaker wherein he designated the period from Tuesday, October 7, 2025, through Monday, October 13, 2025, as a ‘‘district work period’’ under clause 13 of rule 1. Page H4513 Sfmt 0627"
82,CREC-2005-09-29-pt1-PgD991,1,"human rights violations, by a yea-and-nay vote of 393 yeas to 31 nays, Roll No. 503; Pages H8529–30 Expressing the sense of Congress that the United States Supreme Court should speedily find the use of the Pledge of Allegiance in schools to be consistent with the Constitution of the United States: H. Con. Res. 245, to express the sense of Congress that the United States Supreme Court should speedily find the use of the Pledge of Allegiance in schools to be consistent with the Constitution of the United States, by a yea-and-nay vote of 383 yeas to 31 nays with 8 voting ‘‘present’’, Roll No. 504; and Pages H8530–31 Recognizing the need to pursue research into the causes, a treatment, and an eventual cure for idiopathic pulmonary fibrosis, supporting the goals and ideals of National Idiopathic Pulmonary Fibrosis Awareness Week: H. Con. Res. 178, as amended, to recognize the need to pursue research into the causes, a treatment, and an eventual cure for idiopathic pulmonary fibrosis, supporting the goals and ideals of National Idiopathic Pulmonary Fibrosis Awareness Week, by a yea-and-nay vote of 401 yeas with none voting ‘‘nay’’, Roll No. 508. Pages H8584–85 Continuing Appropriations for the Fiscal Year 2006: The House agreed to H.J. Res. 68, making continuing appropriations for the fiscal year 2006, by a yea-and-nay vote of 348 yeas to 65 nays, Roll No. 507. Pages H8531–35, H8584 Point of Order sustained against: Obey motion that sought to recommit the bill to the Committee on Appropriations with instructions to report the resolution back to the House forthwith with amendments. Pages H8534–35 H. Res. 469, the rule providing for consideration of the resolution, was agreed to by voice vote. Pages H8525–28 Threatened and Endangered Species Recovery Act of 2005: The House passed H.R. 3824, to amend and reauthorize the Endangered Species Act"
83,CREC-2003-07-16-pt1-PgD832,1,"House Committee on Energy and Commerce, Subcommittee on Health, hearing on the Health Insurance Certificate Act of 2003, 1 p.m., 2123 Rayburn. Subcommittee on Oversight and Investigations, hearing entitled ‘‘A Review of DOE’s Radioactive High-Level Waste Cleanup Program, 9:30 a.m., 2123 Rayburn. Committee on Government Reform, to consider the following measures: H.R. 2548, Federal Property Asset Management Reform Act of 2003; and H. Res. 306, congratulating the New York Yankees on the occasion of their 100th anniversary, 10 a.m., 2154 Rayburn. Subcommittee on Human Rights and Wellness, hearing on ‘‘A New Medicare Prescription Drug Benefit: Is it Good for Seniors?’’ 1 p.m., 2154 Rayburn. Committee on the Judiciary, Subcommittee on Courts, the Internet, and Intellectual Property, hearing on H.R. 2517, Piracy Deterrence and Education Act of 2003, 1 p.m., 2141 Rayburn. Subcommittee on Crime, Terrorism and Homeland Security, oversight hearing on ‘‘Advancing Justice Through Forensic DNA Technology,’’ 1 p.m., 2141 Rayburn. Committee on Resources, Subcommittee on Energy and Mineral Resources, oversight hearing on ‘‘The Role of Strategic and Critical Minerals in Our National and Economic Security,’’ 10 a.m., 1334 Longworth. Subcommittee on Fisheries Conservation, Wildlife and Oceans, to mark up the following bills: H.R. 958, Hydrographic Services Amendments of 2003; H.R. 1204, to amend the National Wildlife Refuge System Administration Act of 1966 to establish requirements for the award of concessions in the National Wildlife Refuge System, to provide for maintenance and repair of properties located in the System by concessionaires authorized to use such properties; H.R. 2048, International Fisheries Reauthorization Act of 2003; and H.R. 2408, National Wildlife Refuge Volunteer Act of 2003, 2 p.m., 1324 Longworth. Subcommittee on Water and Power, to mark up the following bills: H.R. 1598, Irvine Basin Surface and Groundwater Improvement Act of 2003; and H.R. 1732, Williamson County Water Recycling Act of 2003, 10 a.m., 1324 Longworth. Committee on Science, Subcommittee on Research, hearing and markup of H.R. 2692, United States Fire Administration Authorization Act of 2003, 9:30 a.m., 2318 Rayburn. Committee on Small Business, Subcommittee on Rural Enterprises, Agriculture and Technology, hearing on Endangered Farmers and Ranchers: the Unintended Consequences of the Endangered Species Act, 1 p.m., 2360 Rayburn. Committee on Transportation and Infrastructure, Subcommittee on Water Resources and Environment, to mark up the following bills: H.R. 1560, Water Quality Financing Act of 2003; and H.R. 2557, Water Resources Development Act of 2003, 10 a.m., 2167 Rayburn. Committee on Ways and Means, hearing on Waste, Fraud and Abuse, 10 a.m., and to mark up the following bills: H.R. 2739, United States-Singapore Free Trade Agreement Implementation Act; and H.R. 2738, United States-Chile Free Trade Agreement Implementation Act, 2 p.m., 1100 Longworth. Select Committee on Homeland Security, hearing entitled ‘‘First Responders: How States, Localities and the Federal Government Can Strengthen Their Partnership to Make America Safer,’’ 1 p.m., 2318 Rayburn."
84,CREC-2011-12-01-pt1-PgD1301,1,"Recreation Area, and Lake Chelan National Recreation Area (H. Rept. 112–305); H.R. 1556, to amend the Omnibus Indian Advancement Act to allow certain land to be used to generate income to provide funding for academic programs, and for other purposes (H. Rept. 112–306); H.R. 1461, to authorize the Mescalero Apache Tribe to lease adjudicated water rights (H. Rept. 112–307); H.R. 991, to amend the Marine Mammal Protection Act of 1972 to allow importation of polar bear trophies taken in sport hunts in Canada before the date the polar bear was determined to be a threatened species under the Endangered Species Act of 1973, with an amendment (H. Rept. 112–308); H.R. 850, to facilitate a proposed project in the Lower St. Croix Wild and Scenic River, and for other purposes, with an amendment (H. Rept. 112–309); H.R. 306, to direct the Secretary of the Interior to enter into an agreement to provide for management of the free-roaming wild horses in and around the Currituck National Wildlife Refuge, with an amendment (H. Rept. 112–310); and H. Res. 479, providing for consideration of the bill (H.R. 10) to amend chapter 8 of title 5, United States Code, to provide that major rules of the executive branch shall have no force or effect unless a joint resolution of approval is enacted into law, and for other purposes (H. Rept. 112–311). Page H8074 Speaker: Read a letter from the Speaker wherein he appointed Representative West to act as Speaker pro tempore for today. Page H8001 Recess: The House recessed at 11:28 a.m. and reconvened at 12 noon. Page H8011 Chaplain: The prayer was offered by the guest chaplain, Reverend Dr. Cathy Jones, Parkwood Institutional CME Church, Charlotte, North Carolina. Page H8011 Terminating taxpayer financing of presidential election campaigns and party conventions and terminating the Election Assistance Commission: The House passed H.R. 3463, to reduce Federal spending and the deficit by terminating taxpayer financing of presidential election campaigns and party conventions and by terminating the Election Assistance Commission, by a recorded vote of 235 ayes to 190 noes, Roll No. 873. Pages H8016–32, H8032–34 Rejected the Bishop (GA) motion to recommit the bill to the Committee on House Administration with instructions to report the same back to the"
85,CREC-1997-05-06-pt1-PgD433,1,"Bills Introduced: 10 public bills, H.R. 1532–1541; and 3 resolutions, H. Con. Res. 73–74, and H. Res. 144, were introduced. Pages H2253–54 Reports Filed: Reports were filed as follows: H. Res. 142, providing for consideration of H.R. 478, to amend the Endangered Species Act of 1973 to improve the ability of individuals and local, State, and Federal agencies to comply with that Act in building, operating, maintaining, or repairing flood control projects, facilities, or structures (H. Rept. 105–88); and H. Res. 143, providing for consideration of H.R. 3, to combat violent youth crime and increase accountability for juvenile criminal offenses (H. Rept. 105–89). Page H2253 Recess: The House recessed at 1:32 p.m. and reconvened at 2:00 p.m. Page H2178 Presidential Message—Re Export Administration Act: Read a letter from the President wherein he transmits his report on the national emergency declared with respect to the lapse of the Export Adon proposed authorizations for the immunization grant program (section 317(j)(1)) of the Public Health Service Act, focusing on grants to States for purchase of vaccine and support of the vaccine delivery infrastructure, after receiving testimony from Senator Bumpers; Walter A. Orenstein, Director, National Immunization Program, Centers for Disease Control and Prevention, Department of Health and Human Services; Christopher G. Atchison, Iowa Department of Public Health, Des Moines, on behalf of the Association of State and Territorial Health Officials; Thomas F. Tonniges, Elk Grove Village, Illinois, on behalf of the American Academy of Pediatrics; and Peter Paradiso, Wyeth-Lederle Vaccines and Pediatrics, Rochester, New York."
86,CREC-1997-03-21-pt1-PgD290-3,1,"Bills Introduced: 13 public bills, H.R. 1212–1224; and 4 resolutions, H. Con. Res. 54–56, and H. Res. 106 were introduced. Page H1288 Reports Filed: Reports were filed as follows: H.R. 752, to amend the Endangered Species Act of 1973 to ensure that persons that suffer or are threatened with injury resulting from a violation of the Act or a failure of the Secretary to act in accordance with the Act have standing to commence a civil suit on their own behalf, amended (H. Rept. 105–42) Pages H1287–88 Speaker Pro Tempore: Read a letter from the Speaker wherein he designated Representative LaTourette to act as Speaker pro tempore for today. Page H1263"
87,CREC-2015-09-25-pt1-PgD1012-3,1,"Frm 00002 Fmt 0627 or license within 90–120 days (by a recorded vote of 173 ayes to 237 noes, Roll No. 511); Pages H6238–40, H6249–50 Dingell amendment (No. 6 printed in H. Rept. 114–261) that sought to prevent a project from being approved under the timeline set forth in the bill if the project would limit access to or opportunities for hunting or fishing, or impact an endangered or threatened species under the Endangered Species Act (by a recorded vote of 187 ayes to 223 noes, Roll No. 512); Pages H6240–41, H6250–51 Peters amendment (No. 7 printed in H. Rept. 114–261) that sought to strike section k that prohibits agencies from using the social cost of carbon in an environmental review or environmental decision making process (by a recorded vote of 179 ayes to 229 noes, Roll No. 513); Pages H6241–42, H6251 Jackson Lee amendment (No. 9 printed in H. Rept. 114–261) that sought to preserve the current law relating to the permitting projects that could be a potential target for a terrorist attack or that involves chemical facilities and other critical infrastructure (by a recorded vote of 176 ayes to 232 noes, Roll 515); and Pages H6243–44, H6252–53 Johnson (GA) amendment (No. 10 printed in H. Rept. 114–261) that sought to add rule of construction clarifying that nothing in the bill would have the effect of changing or limiting any law or regulation requiring agencies to allow public comment or public participation in their decision-making process (by a recorded vote of 176 ayes to 232 noes, Roll No. 516). Pages H6246–47, H6253–54 H. Res. 420, amended, the rule providing for consideration of the bills (H.R. 348) and (H.R. 758) was agreed to on September 17th. Committee Resignation: Read a letter from Representative Newhouse wherein he resigned from the Committee on Science, Space, and Technology. Page H6256 Committee Election: The House agreed to H. Res. 442, electing Members to certain standing committees of the House of Representatives. Page H6256 Meeting Hour: Agreed by unanimous consent that when the House adjourns today, it adjourn to meet at 12 noon on Monday, September 28th for Morning Hour debate. Page H6256 Senate Message: Message received from the Senate today appears on page H6247. Quorum Calls—Votes: Eleven recorded votes developed during the proceedings of today and appear on pages"
88,CREC-2018-11-16-pt1-PgD1186-3,1,"mapping of such units, by a 2⁄3 yea-and-nay vote of 375 yeas to 1 nay, Roll No. 419. Page H9550 Manage our Wolves Act: The House passed H.R. 6784, to provide for removal of the gray wolf in the contiguous 48 States from the List of Endangered and Threatened Wildlife published under the Endangered Species Act of 1973, by a recorded vote of 196 ayes to 180 noes, Roll No. 420. Pages H9543–50, H9550–51 H. Res. 1142, the rule providing for consideration of the bill (H.R. 6784) was agreed to Wednesday, November 14th. Extending the effective date for the sunset for collateral requirements for Small Business Administration disaster loans: The House agreed to take from the Speaker’s table and pass S. 3554, to extend the effective date for the sunset for collateral requirements for Small Business Administration disaster loans. Page H9551 Meeting Hour: Agreed by unanimous consent that when the House adjourns today, it adjourn to meet at 10:30 a.m. on Tuesday, November 20th. Page H9551 Senate Message: Message received from the Senate today appears on page H9550."
89,CREC-2000-06-16-pt1-PgD612-4,1,"Frm 00004 House of Representatives that there should be established a National Ocean Day to recognize the significant role the ocean plays in the lives of the Nation’s people and the important role the Nation’s people must play in the continued life of the ocean; S. 986, Griffith Project Prepayment and Conveyance Act; H.R. 1113, Colusa Basin Watershed Integrate Resources Management Act; H.R. 1142, Landowners Equal Treatment Act of 1999; S. 1275, Hoover Dam Miscellaneous Sales Act; H.R. 1787, Deschutes Resources Conservancy Reauthorization Act of 1999; H.R. 2348, to authorize the Bureau of Reclamation to provide cost sharing for the endangered fish recovery implementation programs for the Upper Colorado and San Juan River Basins; H.R. 2919, National Underground Railroad Freedom Center Act; H.R. 2984, to direct the Secretary of the Interior, through the Bureau of Reclamation, to convey to the Loup Basin Reclamation District, the Sargent River Irrigation District, and the Farwell Irrigation District, Nebraska, property comprising the assets of the Middle Loup Division of the Missouri River Basin Project, Nebraska; H.R. 3160, Common Sense Protections for Endangered Species Act; H.R. 3241, to direct the Secretary of the Interior to recalculate the franchise fee owed by Fort Sumter Tours, Inc., a concessioner providing service to Fort Sumter National Monument in South Carolina; H.R. 3595, to increase the authorization of appropriations for the Reclamation Safety of Dams Act of 1978; H.R. 3661, General Aviation Access Act; H.R. 3676, Santa Rosa and San Jacinto Mountains National Monument Act of 2000; H.R. 3919, Coral Reef Conservation and Restoration Partnership Act of 2000; H.R. 4063, Rosie the RiveterWorld War II Home Front National Historical Park Establishment of 2000; H.R. 4148, Tribal Contract Support Cost Technical Amendments of 2000; and H.R. 4389, to direct the Secretary of the Interior to convey certain water distribution facilities to the Northern Colorado Water Conservancy District, 11 a.m., 1324 Longworth. June 20, Subcommittee on Fisheries Conservation, Wildlife and Oceans, to mark up the following measures: H. Res. 415, expressing the sense of the House of Representatives that there should be established a National Ocean Day to recognize the significant role the ocean plays in the lives of the Nation’s people and the important role the Nation’s people must play in the continued life of the ocean; H.R. 4286, to provide for the establishment of the Cahaba River National Wildlife Refuge in Bibb County, Alabama; and H.R. 4442, National Wildlife Refuge System Centennial Act; followed by a hearing on H.R. 3407, Keystone Species Conservation Act and H.R. 4320, Great Ape Conservation Act of 2000, 9 a.m., 1334 Longworth. June 22, Subcommittee on Forests and Forest Health, oversight hearing on an update on Forest Service Rulemakings and Regional Plans, 10 a.m., 1334 Longworth. June 22, Subcommittee on National Parks and Public Lands, to consider pending business, 10 a.m., 1324 Longworth."
90,CREC-1995-05-25-pt1-PgD670,1,"Committee on Resources: Endangered Species Act Task Force concluded oversight hearings on the Endangered Species Act. Testimony was heard from Speaker Gingrich; George T. Frampton, Jr., Assistant Secretary, Fish, Wildlife and Parks, Department of the Interior; Rolland Schmitten, Director, National Marine Fisheries Service, Department of Commerce; David G. Unger, Associate Chief, Forest Service, USDA; Thomas A. Kourlis, Commissioner of Agriculture, State of Colorado; and public witnesses."
91,CREC-2007-05-04-pt1-PgD622-6,1,"Antitrust Modernization Commission, as established by the Antitrust Modernization Commission Act of 2002, 2 p.m., 2141 Rayburn. May 8, Subcommittee on Immigration, Citizenship, Refugees, Border Security, and International Law, hearing on the Role of Family-Based Immigration in the U.S. Immigration System, 9:30 a.m., 2141 Rayburn. May 10, full Committee, oversight hearing on the U.S. Department of Justice, 9:30 a.m., 2141 Rayburn. May 11, Subcommittee on Immigration, Citizenship, Refugees, Border security, and International Law, hearing on Impact of Immigration on States and Localities, 9 a.m., 2141 Rayburn. Committee on Natural Resources, May 9, oversight hearing on Endangered Species Act Implementation: Science or Politics? 10 a.m., 1324 Longworth. May 10, Subcommittee on National Parks, Forests and Public Lands, hearing on the following bills: H.R. 523, Douglas County, Washington, PUD Conveyance Act; and H.R. 1011, Virginia Ridge and Valley Act of 2007, 10 a.m., 1334 Longworth. Committee on Oversight and Government Reform, May 8, hearing entitled ‘‘Use of RNC Accounts by White House Officials,’’ 10 a.m., 2154 Rayburn. May 9, Subcommittee on Government Management, Organization, and Procurement, to consider pending business, 1 p.m., 2203 Rayburn. May 9, Subcommittee on National Security and Foreign Affairs, hearing entitled ‘‘Making the Grade on the 9/11 Commission Report Card: American Support of Pakistani Education Reform,’’ 10 a.m., 2154 Rayburn. May 10, Subcommittee on Domestic Policy, hearing entitled ‘‘Lethal Loopholes: Deficiencies in State and Federal Gun Purchase Laws,’’ 2 p.m., 2154 Rayburn. May 10, Subcommittee on Federal Workforce, Postal Service, and the District of Columbia, hearing entitled ‘‘The Lack of Diversity in the Top Levels of the Federal Government,’’ 2 p.m., 2247 Rayburn. Committee on Rules, May 7, to consider the following: H.R. 1873, Small Business Fairness in Contracting Act; and H.R. 1294, Thomasina E. Jordan Indian Tribes of Virginia Federal Recognition Act of 2006, 5 p.m., H–313 Capitol. May 8, to consider H.R. 1684, Department of Homeland Security Authorization Act for Fiscal Year 2008, 3 p.m., H–313 Capitol. Committee on Science and Technology, May 10, Subcommittee on Energy and Environment, to mark up H.R. 632, H-Prize Act of 2007, 10 a.m., 2318 Rayburn. May 10, Subcommittee on Technology and Innovation, hearing on Green Transportation Infrastructure: Challenges to Access and Implementation, 2 p.m., 2318 Rayburn. Committee on Small Business, May 9, Subcommittee on Rural and Urban Entrepreneurship, hearing entitled"
92,CREC-2013-09-10-pt1-PgD846,1,"of the Interior to conduct an expeditious program of competitive leasing of oil and gas in the National Petroleum Reserve in Alaska, including at least one lease sale in the Reserve each year in the period 2013 through 2023, and for other purposes (H. Rept. 113–197); H.R. 1684, to convey certain property to the State of Wyoming to consolidate the historic Ranch A, and for other purposes (H. Rept. 113–198); H.R. 1394, to direct the Secretary of the Interior to establish goals for an all-of-the-above energy production plan strategy on a 4-year basis on all onshore Federal lands managed by the Department of the Interior and the Forest Service (H. Rept. 113–199); H.R. 255, to amend certain definitions contained in the Provo River Project Transfer Act for purposes of clarifying certain property descriptions, and for other purposes (H. Rept. 113–200); H.R. 555, to amend the Mineral Leasing Act to authorize the Secretary of the Interior to conduct onshore oil and gas lease sales through Internet-based live lease sales, and for other purposes (H. Rept. 113–201); H.R. 1818, to amend the Marine Mammal Protection Act of 1972 to allow importation of polar bear trophies taken in sport hunts in Canada before the date the polar bear was determined to be a threatened species under the Endangered Species Act of 1973 (H. Rept. 113–202); H.R. 740, to provide for the settlement of certain claims under the Alaska Native Claims Settlement Act, and for other purposes, with an amendment (H. Rept. 113–203); H.R. 553, to designate the exclusive economic zone of the United States as the ‘‘Ronald Wilson"
93,CREC-2001-05-08-pt1-PgD409,1,"H. Res. 135, providing for consideration of H.R. 581. to authorize the Secretary of the Interior and the Secretary of Agriculture to use funds appropriated for wildland fire management in the Department of the Interior and Related Agencies Appropriations Act, 2001, to reimburse the United States Fish and Wildlife Service and the National Marine Fisheries Service to facilitate the interagency cooperation required under the Endangered Species Act of 1973 in connection with wildland fire management (H. Rept. 107–59); Conference report on H. Con. Res. 83, establishing the congressional budget for the United States Government for fiscal year 2002, revising the congressional budget for the United States Government for fiscal year 2001, and setting forth appropriate budgetary levels for each of fiscal years 2003 through 2011 (H. Rept. 107–60); and H. Res. 136, waiving points of order against the conference report to accompany H. Con. Res. 83, establishing the congressional budget for the United States Government for fiscal year 2002, revising the congressional budget for the United States Government for fiscal year 2001, and setting forth appropriate budgetary levels for each of fiscal years 2003 through 2011 (H. Rept. 107–61). Pages H1957–H2004, H2021 Speaker Pro Tempore: Read a letter from the Speaker wherein he appointed Representative Issa to act as Speaker pro tempore for today. Page H1931 Guest Chaplain: The prayer was offered by the guest Chaplain, the Rev. Thomas A. Kuhn, Church of the Incarnation, Dayton, Ohio. Page H1936 Recess: The House recessed at 1:04 p.m. and reconvened at 2 p.m. Page H1936 Suspensions: The House agreed to suspend the rules and pass the following measures: 50th Anniversary of the National Science Foundation: H. Con. Res. 108, honoring the National Science Foundation for 50 years of service to the Nation; and Pages H1938–43, H1950 20th Annual National Peace Officers’ Memorial Service: H. Con. Res. 74, authorizing the use of the Capitol Grounds for the 20th annual National Peace Officers’ Memorial Service. Pages H1943–44 Recess: The House recessed at 2:55 p.m. and reconvened at 5 p.m. Page H1944 Mexico-United States Interparliamentary Group: The Chair announced the Speaker’s appointment of the following members to the Mexico-United States Interparliamentary Group: Representatives Ballenger, Dreier, Stenholm, Barton of Texas, Filner, Lewis of Kentucky, Manzullo, Granger, Reyes and Thompson of California. Chairman Kolbe was previously appointed on March 28, 2001. Page H1944 Committee on Vital and Health Statistics: The Chair announced the Speaker’s appointment of Mr. Jeffery S. Blair of Albuquerque, New Mexico to the National Committee on Vital and Health Statistics for a four year term. Pages H1944–45 Recommittal of Budget Conference Report: The House agreed to H. Res. 134, providing for recommittal of the conference report to accompany H. Con. Res. 83, establishing the congressional budget for the United States Government for fiscal year 2002, revising the congressional budget for the United States Government for fiscal year 2001, and setting forth appropriate budgetary levels for each of fiscal years 2003 through 2011 by a yea-and-nay vote of 409 yeas to 1 nay, Roll No. 101. Pages H1951–56 Earlier, the House agreed to H. Res. 131,the rule that waived a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules by a yea-andnay vote of 214 yeas to 200 nays, Roll No. 100. Pages H1945–51 Quorum Calls Votes: Two yea-and-nay votes developed during the proceedings of the House today and appears on pages H1950–51 and H1956. There were no quorum calls. Adjournment: The House met at 12:30 p.m. and adjourned at 9:50 p.m."
94,CREC-2005-05-03-pt1-PgD434,1,"Frm 00003 Fmt 0627 Committee on Energy and Commerce, to mark up the following measures: H.R. 869, To amend the Controlled Substances Act to lift the patient limitation on prescribing drug addiction treatments by medical practitioners in group practices; H.R. 184, Controlled Substances Export Reform Act of 2005; H. Res. 169, Recognizing the importance of sun safety; H.R. 1812, Patient Navigator Outreach and Chronic Disease Prevention Act of 2005; and H. Res. 250, Supporting the goals and ideals of National Hepatitis B Awareness Week, 10 a.m., 2123 Rayburn. Subcommittee on Oversight and Investigations, hearing on the State of Readiness for the 2005–2006 Flu Season, 2 p.m., 2123 Rayburn. Committee on Financial Services, hearing entitled ‘‘Assessing Data Security: Preventing Breaches and Protecting Sensitive Information,’’ 10 a.m., 2128 Rayburn. Subcommittee on Oversight and Investigations and the Subcommittee on International Terrorism and Nonproliferation of the Committee on International Relations, joint hearing entitled ‘‘Starving Terrorists of Money: The Role of Middle Eastern Financial Institutions,’’ 2 p.m., 2128 Rayburn. Committee on Government Reform, Subcommittee on Government Management, Finance, and Accountability, hearing entitled ‘‘Financial Management Challenges at the Department of Justice,’’ 2 p.m., 2247 Rayburn. Committee on International Relations, Subcommittee on the Middle East and Central Asia, hearing on 9/11 Recommendations Implementation Act Oversight, Part 1Oppressors vs. Reformers in the Middle East and Central Asia, 3 p.m., 2172 Rayburn. Committee on the Judiciary, Subcommittee on Immigration, Border Security, and Claims, oversight hearing New Jobs in Recession and Recovery: Who are Getting Them and Who are Not? 10 a.m., 2141 Rayburn. Committee on Resources, Subcommittee on National Parks, oversight hearing on Personal Watercraft use in the National Park System, 10 a.m., 1334 Longworth. Subcommittee on Water and Power, oversight hearing entitled ‘‘Stabilizing Rural Electricity Service Through Common Sense Application of the Endangered Species Act,’’ 2 p.m., 1324 Longworth. Committee on Science, to mark up the following bills: H.R. 921, Minority Serving Institution Digital and Wireless Technology Opportunity Act of 2005; H.R. 50, National Oceanic and Atmosphere Administration Act; H.R. 250, Manufacturing Technology Competitiveness Act of 2005; and H.R. 1674, United States tsunami Warning and Education Act, 10 a.m., 2318 Rayburn. Committee on Small Business, hearing entitled ‘‘Anticompetitive Threats from Public Utilities: Are Small Businesses Losing Out?’’ 2 p.m., 311 Cannon. Committee on Transportation and Infrastructure, Subcommittee on Aviation, oversight hearing entitled ‘‘Financial Condition of the Aviation Trust Fund: Are Reforms Needed?’’ 10 a.m., 2167 Rayburn. Committee on Veterans’ Affairs, Subcommittee on Economic Opportunity, hearing on the following: H.R. 419, Hire Veterans Act of 2004; the HVRP Reauthorization Act of 2005; the Servicemembers Health Insurance Protection Act of 2005; and the Servicemembers Taxation Protection Act of 2005, 2 p.m., 334 Cannon."
95,CREC-1997-05-07-pt1-PgD443,1,"monthly rent, determined by the public housing agency, that does not exceed 30 percent of the monthly adjusted income of the family or 10 percent of the monthly income of the family (rejected by a recorded vote of 172 ayes to 252 noes, Roll No. 106); and Pages H2265–66 The Vela´zquez en block amendment that sought to reduce the minimum rental amount from not less than $25 nor more than $50 to not more than $25 per month; and reduces the minimum monthly rental contribution from not less than $25 nor more than $50 to not more than $25. Pages H2267–71 Withdrawn: The Jackson-Lee amendment was offered but subsequently withdrawn that sought to establish, for not less than 50 percent of available housing units, occupancy preferences for families who live in substandard housing, pay more than 50 percent of income for rent, or are involuntarily displaced; and Pages H2266–67 The Moran of Virginia amendment was offered but subsequently withdrawn that sought to allow housing agencies with a waiting list of 1 year or longer to establish a 5-year limitation on residence in public housing and exempts from this limitation families with a working member, the elderly, or the disabled. Pages H2271–75 On April 30, the House agreed to H. Res. 133, the rule that is providing for consideration of the bill. Pages H2035–38 Flood Control and Family Protection Act: The House completed all debate and began considering amendments to H.R. 478, to amend the Endangered Species Act of 1973 to improve the ability of individuals and local, State, and Federal agencies to comply with that Act in building, operating, maintaining, or repairing flood control projects, facilities, or structures. Pages H2283–H2313 H. Res. 142, the rule that is providing for consideration of the bill was approved earlier by a yea-andnay vote of 415 yeas to 8 nays, Roll No. 107. Pages H2281–83 Agreed To: The Pombo amendment, as modified, that exempts from the Endangered Species Act consultation and conferencing provisions, the maintenance, rehabilitation, repair, or replacement of a flood control project, facility, or structure where necessary to protect human life or prevent the substantial risk of serious property damage; Pages H2293–96 The Dicks amendment, to the agreed to Boehlert amendment in the nature of a substitute, that clarifies that exemptions apply to projects to repair a"
